AUX 4,,,,,,,,,,,,,,,,,,,,,, 
,,,,,,,,,,,,,,,,,,,,,, 
No.,Punch No,System,Subsystem,Location / Area,Tag/Drawing/Line/Cable No.,Punch Description,Punch Category,Discipline,Action by,Originator,Issued Date,Closed Date,Punch Type,Note,Remarks,Submit to Owner,Punch Comment,File,RFI No,Report No.(Old),Target Date,Scope of Punch 
.,30658,800.00,1304-12-19,1000-CCR-21,-,Water below the uprised floor room 31,C,AR,HEC AR Construction,Mr. Slawomir Nasilowski,2023-03-14,2023-06-15,RFSU,,,,,V,,,,RFC/RFSU
.,31302,800.00,1304-12-19,CCB - Room 36,EGAT-HEC-1000-ARC-DWG-00002,"Lack of electrical power in all sockets on ground level. 
Socket NO: 21-PDP-001/12/01
21-PDP-001/12/02
21-PDP-001/12/03",C,EL,HEC EL Construction,Mr. Kamil Ciesielski,2023-04-09,2023-04-13,PAC,,,,,V,,,,RFC/RFSU
.,31303,800.00,1304-12-19,"CCB - Room 10, 8, 16, ",EGAT-HEC-1000-ARC-DWG-00001,"Electrical failure in sockets - from time to time, usually during nights",C,EL,HEC EL Construction,Mr. Kamil Ciesielski,2023-04-09,2023-04-13,PAC,,,,,V,,,,RFC/RFSU
.,31796,800.00,1304-12-19,Locker Room ,Locker Room ,Temperature is much below 24 °C,C,HV,HEC HV Construction,Mr. Aleksander Rożek,2023-05-07,2023-06-01,PAC,,,,,V,,,,RFC/RFSU
.,31797,800.00,1304-12-19,Conrol Room,Conrol Room,humidity below 40% (usual is about 10-30%),C,HV,HEC HV Construction,Mr. Aleksander Rożek,2023-05-07,2023-06-01,PAC,,,,,V,,,,RFC/RFSU
.,31985,800.00,1304-12-19,CCB 1000-CCR-21 room 15 (toilet),,Leaking urinal in toilet nr 15 in CCB,C,AR,HEC AR Construction,Mr. Sławomir Dyrda,2023-05-19,2023-06-19,PAC,,,,,V,,,,RFC/RFSU
.,32496,800.00,1304-12-19,1000-CCR-21,"GENERAL WINDOWS : Room No. 45, 44, 43, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17,10, 08","windows need to be adjusted / external  sill shall be repaired / internal sill shall be repaired (r. 8,10,24,45) / windows touch up painting (r.10.19,20,21,27,45) / Damages window and doors handles/locks must be removed. Doors must be adjusted / Damaged windows boards must be replaced",C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32497,800.00,1304-12-19,1000-CCR-21,GENERAL,"windows need to be adjusted / external  sill shall be repaired / internal sill shall be repaired (r. 8,10,24,45) / windows touch up painting (r.10.19,20,21,27,45) / Damages window and doors handles/locks must be removed. Doors must be adjusted / Damaged windows boards must be replaced",C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32498,800.00,1304-12-19,1000-CCR-21,ROOF/Axis A-C/1-13,"Flashing - damaged parts must be replaced, doghouses to improve, water pools profile/slope corrected, the flashing being access to the roof must be protected by grating or at least anti-slip pad / Fix  and clean membrane / missing pad HV/EL equipment / statement of repaired roof sheating / The safety rope system lost its functionality because it was covered with HVAC supports",C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32499,800.00,1304-12-19,1000-CCR-21,FACADES,Cracks on the facades must be repaired / incorrect finishing of the downspout supports ,C,AR,HEC AR Construction,Mr. Sebastian Stępień,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32501,800.00,1304-12-19,1000-CCR-21,"GENERAL - TILE INSTALLATION, ROOM No. 28, 52","Clean out required proper installation elevation / To clean after fugue finishing / Tiles require cleaning (28,52) ",C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32502,800.00,1304-12-19,1000-CCR-21,GENERAL - WALLS/ROOM No. 36,"Corners must be properly finished, cracks on corners and walls must be repaired / damaged wall behind door (36)",C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32503,800.00,1304-12-19,1000-CCR-21,ROOM NO. 5 ,Anchor installation top part / Dirty/scratched walls ,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32504,800.00,1304-12-19,1000-CCR-21,WALLS - ROOM NO. 6,damaged/scratched walls,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32505,800.00,1304-12-19,1000-CCR-21,GENERAL - CONTROL ROOM NO. 10,regulation of raised floor and cleaning under riased floor / regulation and damage fixing of suspended ceiling,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32506,800.00,1304-12-19,1000-CCR-21,WALLS - ROOM NO. 16,damaged/scratched walls / missing partition wall,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32507,800.00,1304-12-19,1000-CCR-21,GENERAL - RACK ROOM NO. 31,damages of suspended ceiling / regulation of suspended ceiling / regulation of raised floor / cleaning under raised floor / to install push bars and handle,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32508,800.00,1304-12-19,1000-CCR-21,GENERAL - ENGINEERING ROOM NO. 33,"Raised floor - cleaning (panel, under panels), levelling / To fix installation holes on epoxy paintr",C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32509,800.00,1304-12-19,1000-CCR-21,GENERAL - ROOM NO. 34,tiles required cleaning / partition wall require cleaning / damage walls need to be fixed ,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32510,800.00,1304-12-19,1000-CCR-21,GENERAL - ROOM NO. 37,tiles need to be replaced - on wall 10 pcs / partition wall require cleaning,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32511,800.00,1304-12-19,1000-CCR-21,TILES - ROOM NO. 38 ,tiles need to be replaced - 10 pcs on wall and 4 pcs on floor,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32512,800.00,1304-12-19,1000-CCR-21,GENERAL - ROOM NO. 41,tiles required cleaning / partition wall require cleaning ,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32513,800.00,1304-12-19,1000-CCR-21,GENERAL - ROOM NO. 42,tiles required cleaning / partition wall require cleaning ,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-22,,PAC,,,,,,,,,RFC/RFSU
.,32599,800.00,1304-12-19,CCR-21,,"CCR-21 telecom room (other buildings and rooms where similar solution were issued) lack of automatic switching between units in stand-by mode and duty mode, alarms in DCS not available, unable to control units from HVAC control panel ",C,HV,HEC HV Construction,Mr. Karol Pytel,2023-06-16,,PAC,,,,,,,,,RFC/RFSU
.,32639,800.00,1304-12-19,1000-CCR-21,"DOORS - ROOMS 5,7,12,13S,14S,15N,16N,24",door frame and leaf touch up room ,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-26,,PAC,,,,,,,,,RFC/RFSU
.,32640,800.00,1304-12-19,1000-CCR-21,GENERAL - DOORS ,to clean doors,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-26,,PAC,,,,,,,,,RFC/RFSU
.,32641,800.00,1304-12-19,1000-CCR-21,DOORS - ROOM 33,scratch on door frame and leaf ,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-26,,PAC,,,,,,,,,RFC/RFSU
.,32642,800.00,1304-12-19,1000-CCR-21,DOORS - ROOM 35,scratch on door frame and leaf ,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-26,,PAC,,,,,,,,,RFC/RFSU
.,32643,800.00,1304-12-19,1000-CCR-21,DOORS - ROOM 37,scratch on door frame and leaf ,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-26,,PAC,,,,,,,,,RFC/RFSU
.,32644,800.00,1304-12-19,1000-CCR-21,DOORS - ROOM 39,scratch on door frame and leaf ,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-26,,PAC,,,,,,,,,RFC/RFSU
.,32645,800.00,1304-12-19,1000-CCR-21,DOORS - ROOM 40,scratch on door frame and leaf ,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-26,,PAC,,,,,,,,,RFC/RFSU
.,32646,800.00,1304-12-19,1000-CCR-21,DOORS - ROOM 46,scratch on door frame and leaf ,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-26,,PAC,,,,,,,,,RFC/RFSU
.,32647,800.00,1304-12-19,1000-CCR-21,DOORS - ROOM 48,scratch on door frame and leaf / damaged active door leaf,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-26,,PAC,,,,,,,,,RFC/RFSU
.,32648,800.00,1304-12-19,1000-CCR-21,"DOORS - ROOMS 31,36,41,42,44,45",scratch on door frame and leaf,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-26,,PAC,,,,,,,,,RFC/RFSU
.,32649,800.00,1304-12-19,1000-CCR-21,GENERAL - WINDOWS ,"windows need to be adjusted (r.8,12,17-27,43)/ windows touch up painting (r.10.19,20,21,27,45) ",C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-26,,PAC,,,,,,,,,RFC/RFSU
.,32650,800.00,1304-12-19,1000-CCR-21,GENERAL - WINDOWS ,"external  sill shall be repaired (8,10,17-27,43-45) / internal sill shall be repaired (r. 8,10,24,45) ",C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-26,,PAC,,,,,,,,,RFC/RFSU
.,32651,800.00,1304-12-19,1000-CCR-21,GENERAL - WINDOWS ,Damages window and doors handles/locks must be removed. Doors must be adjusted / Damaged windows boards must be replaced,C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-26,,PAC,,,,,,,,,RFC/RFSU
.,32652,800.00,1304-12-19,1000-CCR-21,"RAISED FLOOR - 11,30,32,48","Adjustment, cleaning, damaged panels to replace",C,AR,HEC AR Construction,Mr. Andrzej Misiek,2023-06-26,,PAC,,,,,,,,,RFC/RFSU
.,EGAT-RFI-AR-UB-05056.01,800.00,1304-12-19,1000-CCR-21,Control Room No. 10,Damages of suspended ceiling,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-04-22,2023-06-23,Construction,2022-04-22,,,,V,EGAT-RFI-AR-UB-05056,,,Construction
.,EGAT-RFI-AR-UB-05056.02,800.00,1304-12-19,1000-CCR-21,Control Room No. 10,Regulation of suspended ceiling,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-04-22,2023-06-23,Construction,2022-04-22,,,,V,EGAT-RFI-AR-UB-05056,,,Construction
.,EGAT-RFI-AR-UB-05059.01,800.00,1304-12-19,1000-CCR-21,Control Room No. 10,Regulation of raised floor,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-04-22,2023-06-15,Construction,2022-04-22,,,,V,EGAT-RFI-AR-UB-05059,,,Construction
.,EGAT-RFI-AR-UB-05059.02,800.00,1304-12-19,1000-CCR-21,Control Room No. 10,Skirting has to be installed,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-04-22,2022-11-25,Construction,2022-04-22,,,,V,EGAT-RFI-AR-UB-05059,,,Construction
.,EGAT-RFI-AR-UB-05059.03,800.00,1304-12-19,1000-CCR-21,Control Room No. 10,Cleaning under raised floor,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-04-22,2023-06-23,Construction,2022-04-22,,,,V,EGAT-RFI-AR-UB-05059,,,Construction
.,EGAT-RFI-AR-UB-05061.01,800.00,1304-12-19,1000-CCR-21,Rack Room No. 31,Regulation of raised floor,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-04-22,2023-06-23,Construction,2022-04-22,,,,V,EGAT-RFI-AR-UB-05061,,,Construction
.,EGAT-RFI-AR-UB-05061.02,800.00,1304-12-19,1000-CCR-21,Rack Room No. 31,Skirting has to be installed,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-04-22,2022-11-25,Construction,2022-04-22,,,,V,EGAT-RFI-AR-UB-05061,,,Construction
.,EGAT-RFI-AR-UB-05061.03,800.00,1304-12-19,1000-CCR-21,Rack Room No. 31,Cleaning under raised floor,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-04-22,2023-06-23,Construction,2022-04-22,,,,V,EGAT-RFI-AR-UB-05061,,,Construction
.,EGAT-RFI-AR-UB-05065.01,800.00,1304-12-19,1000-CCR-21,Rack Room No. 31,Damages of suspended ceiling,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-04-22,2023-06-23,Construction,2022-04-22,,,,V,EGAT-RFI-AR-UB-05065,,,Construction
.,EGAT-RFI-AR-UB-05065.02,800.00,1304-12-19,1000-CCR-21,Rack Room No. 31,Regulation of suspended ceiling,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-04-22,2023-06-23,Construction,2022-04-22,,,,V,EGAT-RFI-AR-UB-05065,,,Construction
.,EGAT-RFI-AR-UB-05067.01,800.00,1304-12-19,1000-CCR-21,Battery Room No. 49/ Rack Room No. 31,Damage of plaster nearby door,A,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-04-22,2022-07-27,Construction,2022-04-22,,,,V,EGAT-RFI-AR-UB-05067,,,Construction
.,EGAT-RFI-AR-UB-05067.02,800.00,1304-12-19,1000-CCR-21,Battery Room No. 49/ Rack Room No. 31,Finishing of plaster on gypsum wall,A,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-04-22,2022-05-10,Construction,2022-04-22,,,,V,EGAT-RFI-AR-UB-05067,,,Construction
.,EGAT-RFI-AR-UB-05067.03,800.00,1304-12-19,1000-CCR-21,Battery Room No. 49/ Rack Room No. 31,Spot plastering improvement necessary,A,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-04-22,2022-05-11,Construction,2022-04-22,,,,V,EGAT-RFI-AR-UB-05067,,,Construction
.,EGAT-RFI-AR-UB-05088.01,800.00,1304-12-19,1000-CCR-21,General,To fix installation holes on epoxy paint,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2023-06-23,Construction,,,,,V,EGAT-RFI-AR-UB-05088,,,Construction
.,EGAT-RFI-AR-UB-05088.02,800.00,1304-12-19,1000-CCR-21,General,To clean under raised floor,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2023-06-23,Construction,,,,,V,EGAT-RFI-AR-UB-05088,,,Construction
.,EGAT-RFI-AR-UB-05088.03,800.00,1304-12-19,1000-CCR-21,General,To clean raised floor,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2023-06-23,Construction,,,,,V,EGAT-RFI-AR-UB-05088,,,Construction
.,EGAT-RFI-AR-UB-05088.04,800.00,1304-12-19,1000-CCR-21,General,Levelling of raised floor to fix,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2023-06-23,Construction,,,,SCAN CAT,V,EGAT-RFI-AR-UB-05088,,,Construction
.,EGAT-RFI-AR-UB-05088.05,800.00,1304-12-19,1000-CCR-21,General,Skirting to do,B,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2022-11-25,Construction,,,,,V,EGAT-RFI-AR-UB-05088,,,Construction
.,EGAT-RFI-AR-UB-05089.01,800.00,1304-12-19,1000-CCR-21,General,To install panel nearby electrical tray,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2023-06-15,Construction,,,,,V,EGAT-RFI-AR-UB-05089,,,Construction
.,EGAT-RFI-AR-UB-05089.02,800.00,1304-12-19,1000-CCR-21,General,Damaged frame nearby electrical tray,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2023-06-15,Construction,,,,,V,EGAT-RFI-AR-UB-05089,,,Construction
.,EGAT-RFI-AR-UB-05089.03,800.00,1304-12-19,1000-CCR-21,General,Levelling of suspended ceiling to fix,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2023-06-15,Construction,,,,,V,EGAT-RFI-AR-UB-05089,,,Construction
.,EGAT-RFI-AR-UB-05171.01,800.00,1304-12-19,1000-CCR-21,Room No. 6,Dirty/scratched walls ,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2023-06-23,Construction,,,,,V,EGAT-RFI-AR-UB-05171,,,Construction
.,EGAT-RFI-AR-UB-05171.02,800.00,1304-12-19,1000-CCR-21,Room No. 6,Damaged wall behind door ,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2023-06-23,Construction,,,,,V,EGAT-RFI-AR-UB-05171,,,Construction
.,EGAT-RFI-AR-UB-05171.03,800.00,1304-12-19,1000-CCR-21,Room No. 5,Dirty/scratched walls ,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2023-06-23,Construction,,,,,V,EGAT-RFI-AR-UB-05171,,,Construction
.,EGAT-RFI-AR-UB-05171.04,800.00,1304-12-19,1000-CCR-21,Room No. 14,Acryl finishing ,B,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2023-01-25,Construction,,,,,V,EGAT-RFI-AR-UB-05171,,,Construction
.,EGAT-RFI-AR-UB-05171.05,800.00,1304-12-19,1000-CCR-21,Room No. 15,Acryl finishing ,B,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2023-01-25,Construction,,,,,V,EGAT-RFI-AR-UB-05171,,,Construction
.,EGAT-RFI-AR-UB-05171.06,800.00,1304-12-19,1000-CCR-21,Room No. 16,Dirty/scratched walls ,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2023-06-19,Construction,,,,,V,EGAT-RFI-AR-UB-05171,,,Construction
.,EGAT-RFI-AR-UB-05171.07,800.00,1304-12-19,1000-CCR-21,Room No. 42,Corners to paint ,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,2023-06-23,Construction,,,,,V,EGAT-RFI-AR-UB-05171,,,Construction
.,EGAT-RFI-AR-UB-05171.08,800.00,1304-12-19,1000-CCR-21,Room No. 36,Damaged wall behind door ,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,,Construction,,,,,V,EGAT-RFI-AR-UB-05171,,,Construction
.,EGAT-RFI-AR-UB-05171.09,800.00,1304-12-19,1000-CCR-21,General,Lack of dilatation joints ,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-06-02,,Construction,,,,,V,EGAT-RFI-AR-UB-05171,,,Construction
.,EGAT-RFI-AR-UB-05311.01,800.00,1304-12-19,1000-CCR-21,General,To fix membrane,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-07-05,2023-06-23,Construction,,,,SCAN CAT,V,EGAT-RFI-AR-UB-05311,,,Construction
.,EGAT-RFI-AR-UB-05311.02,800.00,1304-12-19,1000-CCR-21,General,Missing pad for HV/EL equipment,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-07-05,2023-06-23,Construction,,,,SCAN CAT,V,EGAT-RFI-AR-UB-05311,,,Construction
.,EGAT-RFI-AR-UB-05424.01,800.00,1304-12-19,1000-CCR-21,General,Acryl finishing,C,AR,HEC AR Construction,Piotr Zygmunt,2022-08-04,2023-04-24,Construction,,,,,V,EGAT-RFI-AR-UB-05424,,,Construction
.,EGAT-RFI-AR-UB-05424.02,800.00,1304-12-19,1000-CCR-21,General,Dirty/ scratched surface,C,AR,HEC AR Construction,Piotr Zygmunt,2022-08-04,2023-04-24,Construction,,,,,V,EGAT-RFI-AR-UB-05424,,,Construction
.,EGAT-RFI-AR-UB-05605.01,800.00,1304-12-19,1000-CCR-21,General,Plinth to be done,C,AR,HEC AR Construction,Piotr Zygmunt,2022-10-13,2023-04-18,Construction,,,,,V,EGAT-RFI-AR-UB-05605,,,Construction
.,EGAT-RFI-AR-UB-05605.02,800.00,1304-12-19,1000-CCR-21,Axis 7-8/A,To clean nearby dilatation,C,AR,HEC AR Construction,Piotr Zygmunt,2022-10-13,2023-06-01,Construction,,,,,V,EGAT-RFI-AR-UB-05605,,,Construction
.,EGAT-RFI-AR-UB-05605.03,800.00,1304-12-19,1000-CCR-21,Axis 8-15,To correct plastering around windows-deviation,C,AR,HEC AR Construction,Piotr Zygmunt,2022-10-13,2022-11-24,Construction,,,,,V,EGAT-RFI-AR-UB-05605,,,Construction
.,EGAT-RFI-AR-UB-05605.04,800.00,1304-12-19,1000-CCR-21,Axis B-C/1,To celan,C,AR,HEC AR Construction,Piotr Zygmunt,2022-10-13,2023-06-01,Construction,,,,,V,EGAT-RFI-AR-UB-05605,,,Construction
.,EGAT-RFI-AR-UB-05605.05,800.00,1304-12-19,1000-CCR-21,Axis B-C/1,To fix after support,C,EL,HEC EL Construction,Piotr Zygmunt,2022-10-13,2023-04-21,Construction,,,,,V,EGAT-RFI-AR-UB-05605,,,Construction
.,EGAT-RFI-AR-UB-05605.06,800.00,1304-12-19,1000-CCR-21,Axis A/4A-13,Leak/dirt nearby,C,AR,HEC AR Construction,Piotr Zygmunt,2022-10-13,2023-06-01,Construction,,,,,V,EGAT-RFI-AR-UB-05605,,,Construction
.,EGAT-RFI-AR-UB-05605.07,800.00,1304-12-19,1000-CCR-21,Axis A/13,To fix after piping installation,C,ME,HEC ME Construction,Piotr Zygmunt,2022-10-13,,Construction,,,,,,EGAT-RFI-AR-UB-05605,,,Construction
.,EGAT-RFI-AR-UB-05674.01,800.00,1304-12-19,1000-CCR-21,axis: A/1-15;A-C/1;C/4A-15,To do plinth,C,AR,HEC AR Construction,Mr. Maciej Rudnicki,2022-11-09,,Construction,,,,,V,,,,Construction
.,EGAT-RFI-AR-UB-05690.01,800.00,1304-12-19,1000-CCR-21,General,To remove tape,C,AR,HEC AR Construction,Piotr Zygmunt,2022-10-20,2022-12-07,Construction,,,,,V,EGAT-RFI-AR-UB-05690,,,Construction
.,EGAT-RFI-AR-UB-05690.02,800.00,1304-12-19,1000-CCR-21,Room No. 1,To install panel - 2 pcs.,C,EL,HEC EL Construction,Piotr Zygmunt,2022-10-20,2023-04-21,Construction,,,,,V,EGAT-RFI-AR-UB-05690,,,Construction
.,EGAT-RFI-AR-UB-05690.03,800.00,1304-12-19,1000-CCR-21,Room No. 9,To install panel - 2 pcs.,C,EL,HEC EL Construction,Piotr Zygmunt,2022-10-20,2023-04-21,Construction,,,,,V,EGAT-RFI-AR-UB-05690,,,Construction
.,EGAT-RFI-AR-UB-05690.04,800.00,1304-12-19,1000-CCR-21,Room No. 8,To install panel - 9 pcs.,C,EL,HEC EL Construction,Piotr Zygmunt,2022-10-20,2023-04-21,Construction,,,,,V,EGAT-RFI-AR-UB-05690,,,Construction
.,EGAT-RFI-AR-UB-05690.05,800.00,1304-12-19,1000-CCR-21,Room No. 8,To regulate HV equipment,C,HV,HEC HV Construction,Piotr Zygmunt,2022-10-20,2023-01-11,Construction,,,,,V,EGAT-RFI-AR-UB-05690,,,Construction
.,EGAT-RFI-AR-UB-05690.06,800.00,1304-12-19,1000-CCR-21,Room No. 16,To regulate HV equipment,C,HV,HEC HV Construction,Piotr Zygmunt,2022-10-20,2023-01-11,Construction,,,,,V,EGAT-RFI-AR-UB-05690,,,Construction
.,EGAT-RFI-AR-UB-05690.07,800.00,1304-12-19,1000-CCR-21,Room No. 6,To regulate HV equipment,C,HV,HEC HV Construction,Piotr Zygmunt,2022-10-20,2023-01-11,Construction,,,,,V,EGAT-RFI-AR-UB-05690,,,Construction
.,EGAT-RFI-AR-UB-05690.08,800.00,1304-12-19,1000-CCR-21,Room No. 13,To regulate HV equipment,C,HV,HEC HV Construction,Piotr Zygmunt,2022-10-20,2023-01-11,Construction,,,,,V,EGAT-RFI-AR-UB-05690,,,Construction
.,EGAT-RFI-AR-UB-05764.01,800.00,1304-12-19,1000-CCR-21,Room No. 50,To clean profiles,B,AR,HEC AR Construction,Piotr Zygmunt,2022-11-02,2022-11-24,Construction,,'Punch Category' changed C -> B (2022-11-09) evidence attached,,,V,EGAT-RFI-AR-UB-05764,,,Construction
.,EGAT-RFI-AR-UB-05764.02,800.00,1304-12-19,1000-CCR-21,Room No. 17,To clean profiles,B,AR,HEC AR Construction,Piotr Zygmunt,2022-11-02,2022-11-24,Construction,,'Punch Category' changed C -> B (2022-11-09) evidence attached,,,V,EGAT-RFI-AR-UB-05764,,,Construction
.,EGAT-RFI-AR-UB-05764.03,800.00,1304-12-19,1000-CCR-21,Room No. 21,To clean profiles,B,AR,HEC AR Construction,Piotr Zygmunt,2022-11-02,2022-11-24,Construction,,'Punch Category' changed C -> B (2022-11-09) evidence attached,,,V,EGAT-RFI-AR-UB-05764,,,Construction
.,EGAT-RFI-AR-UB-05764.04,800.00,1304-12-19,1000-CCR-21,Room No. 23,To clean profiles,B,AR,HEC AR Construction,Piotr Zygmunt,2022-11-02,2022-11-24,Construction,,'Punch Category' changed C -> B (2022-11-09) evidence attached,,,V,EGAT-RFI-AR-UB-05764,,,Construction
.,EGAT-RFI-AR-UB-05764.05,800.00,1304-12-19,1000-CCR-21,Room No. 50,To install panel - 1 pcs.,C,AR,HEC AR Construction,Piotr Zygmunt,2022-11-02,2022-11-02,Construction,,,,,V,EGAT-RFI-AR-UB-05764,,,Construction
.,EGAT-RFI-AR-UB-05764.06,800.00,1304-12-19,1000-CCR-21,Room No. 17,To regulate profile,C,AR,HEC AR Construction,Piotr Zygmunt,2022-11-02,2022-11-02,Construction,,,,,V,EGAT-RFI-AR-UB-05764,,,Construction
.,EGAT-RFI-AR-UB-05764.07,800.00,1304-12-19,1000-CCR-21,Room No. 18,To regulate profile,C,AR,HEC AR Construction,Piotr Zygmunt,2022-11-02,2022-11-02,Construction,,,,,V,EGAT-RFI-AR-UB-05764,,,Construction
.,EGAT-RFI-AR-UB-05764.08,800.00,1304-12-19,1000-CCR-21,Room No. 20,To regulate profile,C,AR,HEC AR Construction,Piotr Zygmunt,2022-11-02,2022-11-02,Construction,,,,,V,EGAT-RFI-AR-UB-05764,,,Construction
.,EGAT-RFI-AR-UB-05764.09,800.00,1304-12-19,1000-CCR-21,Room No. 21,To regulate profile,C,AR,HEC AR Construction,Piotr Zygmunt,2022-11-02,2022-11-02,Construction,,,,,V,EGAT-RFI-AR-UB-05764,,,Construction
.,EGAT-RFI-AR-UB-05764.10,800.00,1304-12-19,1000-CCR-21,Room No. 22,To regulate profile,C,AR,HEC AR Construction,Piotr Zygmunt,2022-11-02,2022-11-02,Construction,,,,,V,EGAT-RFI-AR-UB-05764,,,Construction
.,EGAT-RFI-AR-UB-05764.11,800.00,1304-12-19,1000-CCR-21,Room No. 23,To regulate profile,C,AR,HEC AR Construction,Piotr Zygmunt,2022-11-02,2022-11-02,Construction,,,,,V,EGAT-RFI-AR-UB-05764,,,Construction
.,EGAT-RFI-AR-UB-05764.12,800.00,1304-12-19,1000-CCR-21,Room No. 24,To regulate profile,C,AR,HEC AR Construction,Piotr Zygmunt,2022-11-02,2022-11-02,Construction,,,,,V,EGAT-RFI-AR-UB-05764,,,Construction
.,EGAT-RFI-AR-UB-05764.13,800.00,1304-12-19,1000-CCR-21,Room No. 25,To regulate profile,C,AR,HEC AR Construction,Piotr Zygmunt,2022-11-02,2022-11-02,Construction,,,,,V,EGAT-RFI-AR-UB-05764,,,Construction
